id,original_sentence,transformed_sentence,relative_pronoun,number,model,size,model_and_size,N1,N2,exchanged_N2,masked_token,predicted_token,accuracy,was_position,were_position,was_position_interval,were_position_interval
214,The fan despised the mascot of the team which,The fan despised the mascots of the cheerleader which <mask>,which,plural,RoBERTa,large,RoBERTa-large,mascot,team,cheerleaders,were,were,1,3,1,1,1
215,The fan looked at the guitarist of the singers who,The fan looked at the guitarists of the band who <mask>,who,plural,RoBERTa,large,RoBERTa-large,guitarist,singers,band,were,were,1,11,3,3,1
216,The fireman called to the photographer of the journalist who,The fireman called to the photographers of the sculpture who <mask>,who,plural,RoBERTa,large,RoBERTa-large,photographer,journalist,sculpture,were,were,1,26,2,5,1
217,The fireman observed the photographers of the journalist who,The fireman observed the photographers of the sculpture who <mask>,who,plural,RoBERTa,large,RoBERTa-large,photographers,journalist,sculpture,were,were,1,6,1,2,1
218,The girl was interested in the artist of the actress who,The girl was interested in the artists of the sculpture who <mask>,who,plural,RoBERTa,large,RoBERTa-large,artist,actress,sculpture,were,were,1,3,11,1,3
219,The governor bought some books for the library of the school which,The governor bought some books for the libraries of the visitor which <mask>,which,plural,RoBERTa,large,RoBERTa-large,library,school,visitor,were,were,1,9,1,2,1
220,The grandfather bothered the father of the boy who,The grandfather bothered the fathers of the house who <mask>,who,plural,RoBERTa,large,RoBERTa-large,father,boy,house,were,were,1,19,2,4,1
221,The guest impressed the brother of the bridegroom who,The guest impressed the brothers of the house who <mask>,who,plural,RoBERTa,large,RoBERTa-large,brother,bridegroom,house,were,were,1,21,3,5,1
222,The headmaster called to the pupils of the teacher who,The headmaster called to the pupils of the school who <mask>,who,plural,RoBERTa,large,RoBERTa-large,pupils,teacher,school,were,were,1,31,2,5,1
223,The headmaster called to the teacher of the pupil who,The headmaster called to the teachers of the school who <mask>,who,plural,RoBERTa,large,RoBERTa-large,teacher,pupil,school,were,were,1,32,5,5,1
224,The headmaster smiled at the pupils of the teacher who,The headmaster smiled at the pupils of the school who <mask>,who,plural,RoBERTa,large,RoBERTa-large,pupils,teacher,school,were,were,1,24,1,5,1
225,The host insulted the friend of the pharmacist who,The host insulted the friends of the house who <mask>,who,plural,RoBERTa,large,RoBERTa-large,friend,pharmacist,house,were,were,1,12,1,3,1
226,The hotel director didn't want to see the guide of the tourists who,The hotel director did n't want to see the guides of the book who <mask>,who,plural,RoBERTa,large,RoBERTa-large,guide,tourists,book,were,were,1,2,1,1,1
227,The housekeeper searched for the maid of the duchess who,The housekeeper searched for the maids of the palace who <mask>,who,plural,RoBERTa,large,RoBERTa-large,maid,duchess,palace,were,were,1,14,1,3,1
228,The impolite students stared at the husband of the headmaster who,The impolite students stared at the husbands of the house who <mask>,who,plural,RoBERTa,large,RoBERTa-large,husband,headmaster,house,were,were,1,15,1,3,1
229,The inspector glanced at the deputies of the policeman who,The inspector glanced at the deputies of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,deputies,policeman,office,were,were,1,13,11,3,3
231,The inspector observed the suitcase of the traveler which   ,The inspector observed the suitcases of the groom which <mask>,which,plural,RoBERTa,large,RoBERTa-large,suitcase,traveler,groom,were,were,1,11,11,3,3
232,The inspector watched the deputies of the policemen who,The inspector watched the deputies of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,deputies,policemen,office,were,were,1,10,11,2,3
233,The insurance inspector photographed the engine of the boat which,The insurance inspector photographed the engines of the mechanic which <mask>,which,plural,RoBERTa,large,RoBERTa-large,engine,boat,mechanic,were,were,1,6,3,2,1
234,The interviewer looked at the bodyguards of the prince who,The interviewer looked at the bodyguards of the palace who <mask>,who,plural,RoBERTa,large,RoBERTa-large,bodyguards,prince,palace,were,were,1,21,4,5,1
235,The interviewer paid the son of the journalist who,The interviewer paid the sons of the house who <mask>,who,plural,RoBERTa,large,RoBERTa-large,son,journalist,house,were,were,1,19,1,4,1
236,The journalist asked for the secretary of the minister who,The journalist asked for the secretaries of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,secretary,minister,office,were,were,1,14,6,3,2
237,The journalist called to the secretary of the ministers who,The journalist called to the secretaries of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,secretary,ministers,office,were,were,1,15,7,3,2
238,The journalist criticized the pilot of the traveler who,The journalist criticized the pilots of the plane who <mask>,who,plural,RoBERTa,large,RoBERTa-large,pilot,traveler,plane,were,were,1,10,11,2,3
239,The journalist had interviewed the daughter of the colonel who,The journalist had interviewed the daughters of the house who <mask>,who,plural,RoBERTa,large,RoBERTa-large,daughter,colonel,house,were,were,1,14,4,3,1
240,The journalist hated the soldier of the colonel who,The journalist hated the soldiers of the group who <mask>,who,plural,RoBERTa,large,RoBERTa-large,soldier,colonel,group,were,were,1,7,1,2,1
241,The journalist hated the soldiers of the colonels who,The journalist hated the soldiers of the army who <mask>,who,plural,RoBERTa,large,RoBERTa-large,soldiers,colonels,army,were,were,1,17,1,4,1
242,The journalist interviewed the agent of the author who,The journalist interviewed the agents of the company who <mask>,who,plural,RoBERTa,large,RoBERTa-large,agent,author,company,were,were,1,29,4,5,1
243,The journalist interviewed the assistant of the inspector who,The journalist interviewed the assistants of the laboratory who <mask>,who,plural,RoBERTa,large,RoBERTa-large,assistant,inspector,laboratory,were,were,1,26,5,5,1
244,The journalist interviewed the chauffeur of the mayoress who,The journalist interviewed the chauffeurs of the limousine who <mask>,who,plural,RoBERTa,large,RoBERTa-large,chauffeur,mayoress,limousine,were,were,1,30,4,5,1
245,The journalist interviewed the coach of the gymnasts who,The journalist interviewed the coaches of the team who <mask>,who,plural,RoBERTa,large,RoBERTa-large,coach,gymnasts,team,were,were,1,20,3,4,1
246,The journalist interviewed the daughter of the colonel who,The journalist interviewed the daughters of the house who <mask>,who,plural,RoBERTa,large,RoBERTa-large,daughter,colonel,house,were,were,1,24,5,5,1
248,The journalist interviewed the mistress of the queen who,The journalist interviewed the mistresses of the palace who <mask>,who,plural,RoBERTa,large,RoBERTa-large,mistress,queen,palace,were,were,1,35,4,5,1
249,The journalist interviewed the secretary of the mayor who,The journalist interviewed the secretaries of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,secretary,mayor,office,were,were,1,23,3,5,1
250,The journalist photographed the daughter of the king who,The journalist photographed the daughters of the house who <mask>,who,plural,RoBERTa,large,RoBERTa-large,daughter,king,house,were,were,1,26,1,5,1
251,The journalist was unable to interview the daughter of the hostages who,The journalist was unable to interview the daughters of the house who <mask>,who,plural,RoBERTa,large,RoBERTa-large,daughter,hostages,house,were,were,1,13,1,3,1
252,The judge recognized the solicitor of the criminal who,The judge recognized the solicitors of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,solicitor,criminal,office,were,were,1,6,2,2,1
253,The lawyer contacted the clerk of the judge who,The lawyer contacted the clerks of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,clerk,judge,office,were,were,1,34,7,5,2
254,The little girl envied the maid of the princess who,The little girl envied the maids of the hotel who <mask>,who,plural,RoBERTa,large,RoBERTa-large,maid,princess,dresser,were,were,1,18,11,4,3
255,The little girl envied the princess of the maid who,The little girl envied the princesses of the palace who <mask>,who,plural,RoBERTa,large,RoBERTa-large,princess,maid,hotel,were,were,1,28,11,5,3
256,The local newspaper columnist wrote about the mascot of the club which,The local newspaper columnist wrote about the mascots of the cheerleader which <mask>,which,plural,RoBERTa,large,RoBERTa-large,mascot,club,cheerleaders,were,was,0,5,6,1,2
257,The lorry ran over the bicycle of the policeman which   ,The lorry ran over the bicycles of the driver which <mask>,which,plural,RoBERTa,large,RoBERTa-large,bicycle,policeman,driver,were,was,0,1,4,1,1
258,The maiden was having a look at the wardrobe of the countess which   ,The maiden was having a look at the wardrobes of the groom which <mask>,which,plural,RoBERTa,large,RoBERTa-large,wardrobe,countess,groom,were,were,1,2,1,1,1
259,The man asked for the apprentices of the builder who,The man asked for the apprentices of the factory who <mask>,who,plural,RoBERTa,large,RoBERTa-large,apprentices,builder,factories,were,were,1,15,11,3,3
260,The man called to the guide of the travelers who,The man called to the guides of the book who <mask>,who,plural,RoBERTa,large,RoBERTa-large,guide,travelers,book,were,were,1,41,6,5,2
261,The man collects the wines of the beers  which,The man collects the wines of the tourist which <mask>,which,plural,RoBERTa,large,RoBERTa-large,wines,beers,tourists,were,were,1,35,11,5,3
262,The man folds the pants of the pullovers  which,The man folds the pants of the toddler which <mask>,which,plural,RoBERTa,large,RoBERTa-large,pants,pullovers,toddlers,were,were,1,32,18,5,4
263,The man grabs the keys of the phones  which,The man grabs the keys of the driver which <mask>,which,plural,RoBERTa,large,RoBERTa-large,keys,phones,driver,were,were,1,16,14,4,3
264,The man marks the crates of the boxes  which,The man marks the crates of the model which <mask>,which,plural,RoBERTa,large,RoBERTa-large,crates,boxes,models,were,were,1,17,8,4,2
265,The man noticed the hairdresser of the singers who,The man noticed the hairdressers of the salon who <mask>,who,plural,RoBERTa,large,RoBERTa-large,hairdresser,singers,salon,were,were,1,6,11,2,3
266,The man observed the barrister of the criminals who,The man observed the barristers of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,barrister,criminals,office,were,were,1,9,11,2,3
267,The man observed the sergeant of the soldiers who,The man observed the sergeants of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,sergeant,soldiers,office,were,were,1,11,11,3,3
268,The man questioned the guide of the tourist who,The man questioned the guides of the book who <mask>,who,plural,RoBERTa,large,RoBERTa-large,guide,tourist,book,were,were,1,26,7,5,2
269,The man removes the towels of the bathrobes  which,The man removes the towels of the cleaner which <mask>,which,plural,RoBERTa,large,RoBERTa-large,towels,bathrobes,cleaner,were,were,1,20,12,4,3
270,The man serves the drinks of the dishes  which,The man serves the drinks of the cook which <mask>,which,plural,RoBERTa,large,RoBERTa-large,drinks,dishes,cook,were,were,1,32,11,5,3
271,The man smiled at the supervisor of the clerk who,The man smiled at the supervisors of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,supervisor,clerk,office,were,were,1,14,4,3,1
272,The man spoke to the secretary of the manager who,The man spoke to the secretaries of the office who <mask>,who,plural,RoBERTa,large,RoBERTa-large,secretary,manager,office,were,were,1,17,6,4,2
273,The man washes the scooters of the bicycles  which,The man washes the scooters of the model which <mask>,which,plural,RoBERTa,large,RoBERTa-large,scooters,bicycles,models,were,was,0,2,7,1,2
274,The mayor talked with the widower of the fisherman who,The mayor talked with the widowers of the mansion who <mask>,who,plural,RoBERTa,large,RoBERTa-large,widower,fisherman,mansion,were,were,1,21,2,5,1
275,The mechanics were modifying the car of the driver which   ,The mechanics were modifying the cars of the driver which <mask>,which,plural,RoBERTa,large,RoBERTa-large,car,driver,driver,were,was,0,1,3,1,1
276,The millionaire was shown the house of the pool which,The millionaire was shown the houses of the neighbor which <mask>,which,plural,RoBERTa,large,RoBERTa-large,house,pool,neighbor,were,were,1,3,1,1,1
277,The newspaper wrote a story about the uncle of the milkman who,The newspaper wrote a story about the uncles of the palace who <mask>,who,plural,RoBERTa,large,RoBERTa-large,uncle,milkman,palace,were,were,1,10,2,2,1
278,The nurse bumped into the visitor of the patient who,The nurse bumped into the visitors of the hotel who <mask>,who,plural,RoBERTa,large,RoBERTa-large,visitor,patient,hotel,were,were,1,13,11,3,3
279,The nurse took the syrup of the patient which   ,The nurse took the syrups of the cook which <mask>,which,plural,RoBERTa,large,RoBERTa-large,syrup,patient,cook,were,were,1,4,1,1,1
280,The nurse trusted the doctor of the teacher who,The nurse trusted the doctors of the hospital who <mask>,who,plural,RoBERTa,large,RoBERTa-large,doctor,teacher,hospital,were,were,1,13,2,3,1
